LATDD83,LONGDD83,Month,Day,FIREYEAR,OWNERAGENCY,PROTECTIONAGENCY,PERIMEXISTS_N,PERIMEXISTS_Y,FIRERPTQC_no,FIRERPTQC_yes,STATCAUSE,TOTALACRES,sizeclass,cluster,cluster_label
43.61735,-120.835,7,25,2003,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
39.20611,-121.02611,9,2,1995,9,9,True,False,True,False,12,4.0,B,4,Urban Wildfires
37.36306,-120.57694,6,1,2010,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
33.91217,-116.21245,4,10,2013,8,8,True,False,True,False,12,0.25,A,4,Urban Wildfires
46.07083,-121.52972,5,31,2016,12,12,True,False,False,True,12,0.1,A,1,Remote Small Fires
37.24042,-119.49345,1,29,2014,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
34.56128,-112.53671,12,15,1999,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
34.04413,-116.5834,9,3,2015,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
34.60028,-111.0316,7,15,2007,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
37.295,-120.46,6,11,1997,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
32.81306,-116.50889,4,24,2008,12,12,True,False,True,False,12,1.0,B,4,Urban Wildfires
40.10682,-110.88257,6,13,1989,12,12,True,False,False,True,6,3.0,B,1,High-Risk Large Fires
34.22921,-111.26429,2,1,2003,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
34.26741,-110.86007,5,18,1993,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
34.04172,-110.86728,8,1,1992,12,12,True,False,True,False,6,3.0,B,0,High-Risk Large Fires
43.65195,-121.7728,8,9,2022,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
34.39,-117.37306,8,9,2002,9,9,True,False,True,False,4,1.0,B,0,High-Risk Large Fires
44.19221,-118.58879,7,3,2010,12,12,True,False,False,True,6,0.5,B,1,Remote Small Fires
37.10602,-121.65768,7,28,2015,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
47.69611,-91.52194,9,20,2009,12,12,True,False,True,False,11,0.25,A,4,Frequent Small Fires
43.34707,-121.92114,7,30,2004,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
37.56139,-108.44139,9,23,1994,12,12,True,False,False,True,6,15.0,C,1,High-Risk Large Fires
38.64806,-120.65694,7,24,1994,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
33.55099,-111.45325,3,31,1996,12,12,True,False,True,False,8,3.0,B,0,High-Risk Large Fires
29.00444,-81.63694,4,2,2006,12,10,True,False,False,True,7,0.1,A,1,Frequent Small Fires
40.84,-122.12667,6,11,1997,12,12,True,False,True,False,6,0.5,B,0,Remote Small Fires
44.17417,-106.9075,7,31,1988,12,12,True,False,False,True,6,0.5,B,1,Remote Small Fires
36.92834,-119.86425,9,1,2015,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.83389,-118.98472,8,22,2013,12,12,True,False,True,False,6,0.2,A,0,High-Risk Large Fires
37.42836,-107.75531,5,25,2021,12,12,True,False,True,False,6,1.0,B,0,High-Risk Large Fires
40.44833,-123.50333,10,20,1993,9,9,True,False,True,False,4,0.1,A,0,Remote Small Fires
45.74,-118.14417,7,23,1990,12,12,True,False,False,True,6,0.5,B,1,Remote Small Fires
47.36667,-94.6,4,24,1999,12,12,True,False,True,False,3,0.1,A,0,Frequent Small Fires
44.34092,-115.83235,8,30,2015,12,12,False,True,False,True,6,1.2,B,2,Remote Small Fires
34.33984,-117.4659,6,3,2017,10,12,True,False,False,True,4,0.1,A,1,High-Risk Large Fires
46.65702,-109.11281,1,13,2021,9,4,True,False,True,False,8,917.25,E,4,Remote Small Fires
45.3321,-117.32074,8,28,1987,12,12,True,False,False,True,6,60.0,C,1,Remote Small Fires
40.0653,-120.1394,9,8,2013,10,10,True,False,True,False,6,0.1,A,0,Remote Small Fires
35.74833,-118.54,8,3,1993,12,12,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
34.42278,-117.6125,5,28,2008,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
38.77584,-120.74942,9,9,2007,9,9,True,False,True,False,0,2.0,B,0,High-Risk Large Fires
45.40389,-118.18806,8,6,2016,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
45.26167,-121.91139,7,26,2010,12,12,True,False,True,False,6,3.5,B,0,Remote Small Fires
37.39694,-120.62111,8,12,1993,9,9,True,False,True,False,12,1.1,B,4,Urban Wildfires
33.465,-117.32,7,25,2011,9,9,True,False,True,False,12,0.2,A,4,Urban Wildfires
44.2533,-103.4167,8,12,1996,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
34.40528,-111.00583,4,1,2018,12,12,True,False,False,True,1,0.1,A,1,High-Risk Large Fires
39.46,-121.54889,7,25,2001,9,9,True,False,True,False,0,0.3,B,0,High-Risk Large Fires
34.42764,-93.69691,1,19,2015,12,12,True,False,False,True,4,0.8,B,1,Frequent Small Fires
41.29472,-122.74278,1,23,2015,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.00194,-119.55,8,30,2007,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
33.10783,-108.2275,4,15,2023,12,12,True,False,False,True,8,0.25,A,1,High-Risk Large Fires
42.04497,-123.3545,8,17,2022,12,12,True,False,False,True,9,0.1,A,1,Remote Small Fires
48.64715,-117.19674,7,24,2002,12,12,True,False,True,False,6,0.3,B,0,Remote Small Fires
39.8065,-123.2428,6,8,1994,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
35.09278,-111.45065,8,10,2023,12,12,True,False,False,True,9,0.1,A,1,Urban Wildfires
38.40889,-122.63889,6,30,2005,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
39.27715,-121.11599,10,26,2010,9,9,True,False,True,False,3,0.5,B,0,High-Risk Large Fires
46.00444,-117.6744,7,17,2013,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
34.36671,-110.96735,7,2,1993,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
33.52379,-117.16362,7,14,2012,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
35.25073,-111.98171,6,6,2020,12,12,True,False,False,True,8,0.2,A,1,High-Risk Large Fires
44.92306,-119.52417,7,18,2000,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
34.53003,-111.419,8,3,1992,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
32.5848,-116.8347,10,21,1996,1,1,True,False,True,False,1,0.3,B,3,High-Risk Large Fires
39.06611,-121.075,3,15,1999,9,9,True,False,True,False,4,0.5,B,0,High-Risk Large Fires
36.79465,-112.24362,8,26,1995,12,12,True,False,True,False,6,0.8,B,0,High-Risk Large Fires
38.25889,-120.95611,6,5,2000,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
38.62875,-119.86601,7,26,2020,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
33.68,-116.735,7,31,1998,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
45.8,-110.96667,10,16,1991,12,12,True,False,True,False,8,1113.0,F,0,Remote Small Fires
36.14002,-106.5356,7,1,1998,12,12,True,False,True,False,6,0.25,A,0,High-Risk Large Fires
29.33083,-81.61777,5,15,2004,9,12,True,False,False,True,3,0.25,A,1,Frequent Small Fires
39.5078,-121.45018,7,11,2010,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
36.96,-120.06389,8,3,1994,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
42.2833,-105.3917,9,3,1986,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
37.585,-108.43528,8,16,2004,12,12,True,False,False,True,6,0.3,B,1,High-Risk Large Fires
39.53333,-106.43333,7,23,1988,12,12,True,False,False,True,6,0.5,B,1,High-Risk Large Fires
38.44694,-120.86306,10,8,1996,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
41.0596,-123.6853,7,8,2005,0,0,True,False,True,False,0,0.1,A,3,Remote Small Fires
33.35407,-108.55551,7,11,2021,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
38.67759,-120.82621,8,21,2001,9,9,True,False,True,False,0,0.1,A,0,High-Risk Large Fires
36.45306,-118.16972,10,31,2008,12,12,True,False,True,False,0,0.1,A,0,High-Risk Large Fires
45.07833,-119.49694,5,10,1993,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
36.77194,-121.64611,10,9,2002,9,9,True,False,True,False,4,1.0,B,0,High-Risk Large Fires
47.0955,-114.4164,8,27,2022,12,12,True,False,False,True,9,0.1,A,1,Remote Small Fires
36.685,-119.85306,7,21,1993,9,9,True,False,True,False,12,3.0,B,4,Urban Wildfires
33.64889,-117.3,3,21,1997,9,9,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
46.15164,-86.60895,6,7,2021,12,12,True,False,True,False,1,0.1,A,0,Frequent Small Fires
36.90306,-121.70111,5,21,2003,9,9,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
35.9154,-112.08943,7,15,2001,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
44.16166,-118.31659,7,6,1998,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
33.11389,-116.65806,5,29,2002,4,4,True,False,True,False,1,0.1,A,3,High-Risk Large Fires
38.58549,-122.53015,10,29,2002,9,9,True,False,True,False,4,0.3,B,0,High-Risk Large Fires
41.60861,-120.53306,7,26,2003,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
34.25332,-111.26428,9,25,1987,12,12,True,False,True,False,6,0.2,A,0,High-Risk Large Fires
40.56215,-121.37051,6,29,1995,8,8,True,False,True,False,6,0.1,A,0,Remote Small Fires
41.29028,-120.36917,7,19,2001,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
36.64194,-119.54694,9,6,1992,9,9,True,False,True,False,3,1.0,B,0,High-Risk Large Fires
37.26023,-120.99442,9,18,2007,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
48.79732,-114.95541,4,27,2021,9,12,True,False,True,False,3,3.0,B,0,Remote Small Fires
31.66278,-110.91528,6,23,2005,12,12,True,False,True,False,1,4.0,B,0,High-Risk Large Fires
31.51417,-111.15583,8,4,2018,12,12,False,True,False,True,6,20.0,C,2,High-Risk Large Fires
33.40458,-105.60967,6,27,1994,9,12,True,False,True,False,6,0.8,B,0,High-Risk Large Fires
34.69361,-118.60778,3,30,2002,12,12,True,False,True,False,12,133.0,D,4,Urban Wildfires
40.0,-122.20611,5,9,2008,9,9,True,False,True,False,11,1.0,B,4,Urban Wildfires
33.70694,-117.24889,6,23,1997,9,9,True,False,True,False,4,1.0,B,0,High-Risk Large Fires
38.1819,-120.7905,6,25,2001,5,12,True,False,True,False,1,40.0,C,0,High-Risk Large Fires
39.57167,-120.63306,4,5,2016,12,12,True,False,False,True,3,23.3,C,1,Remote Small Fires
36.87611,-121.35389,7,12,2003,9,9,True,False,True,False,4,1.0,B,0,High-Risk Large Fires
32.48,-110.86972,11,8,2005,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
38.885,-120.435,4,20,1996,12,12,True,False,True,False,0,0.1,A,0,High-Risk Large Fires
35.18338,-106.40058,8,28,2003,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
40.10967,-111.20483,10,24,1999,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
42.77756,-121.03399,8,9,1990,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
30.97833,-93.12333,10,6,1990,12,12,True,False,False,True,0,1.0,B,1,Frequent Small Fires
39.79197,-121.68508,10,16,2002,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
38.87167,-119.95833,6,27,1994,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
42.64348,-121.21583,8,15,2004,12,12,True,False,True,False,6,0.5,B,0,Remote Small Fires
44.43128,-120.5028,8,17,2018,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
34.60502,-111.90401,7,19,1995,12,12,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
43.615,-122.23833,8,13,1996,12,12,True,False,True,False,6,11.0,C,0,Remote Small Fires
44.28456,-121.62477,7,20,2001,12,12,True,False,True,False,6,0.2,A,0,Remote Small Fires
35.88862,-106.72152,5,22,1996,12,12,True,False,True,False,1,0.25,A,0,High-Risk Large Fires
42.05448,-120.62151,8,9,1989,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
33.6761,-117.3424,9,7,2014,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.07051,-90.49939,3,4,2021,12,12,True,False,True,False,8,0.56,B,4,Frequent Small Fires
37.05,-121.57389,6,13,2001,9,9,True,False,True,False,4,0.3,B,0,High-Risk Large Fires
34.37615,-117.35534,1,8,2012,9,9,True,False,True,False,12,27.0,C,4,Urban Wildfires
37.75503,-119.54825,5,1,1992,8,8,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
37.03556,-91.35889,3,25,2003,12,12,False,True,True,False,0,202.0,D,2,Frequent Small Fires
32.2359,-110.4935,6,27,2015,12,12,True,False,True,False,6,1.0,B,0,High-Risk Large Fires
38.16556,-111.37806,9,1,2008,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
34.37337,-110.96039,10,5,2001,12,12,True,False,True,False,6,3.0,B,0,High-Risk Large Fires
36.0233,-118.7942,6,23,2006,0,0,True,False,True,False,0,0.5,B,3,High-Risk Large Fires
38.38111,-120.04472,6,27,2004,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
38.79862,-120.20463,6,24,2021,12,12,True,False,False,True,6,0.8,B,1,High-Risk Large Fires
33.53478,-108.78422,7,21,2003,12,12,True,False,True,False,6,1.5,B,0,High-Risk Large Fires
40.91917,-123.05056,7,30,2003,12,12,True,False,True,False,6,0.2,A,0,Remote Small Fires
48.49497,-120.27115,7,9,1991,9,9,True,False,True,False,6,0.1,A,0,Remote Small Fires
32.975,-79.79,3,1,1998,12,12,True,False,False,True,6,165.0,D,1,Frequent Small Fires
44.74166,-118.99659,6,22,1998,12,12,True,False,False,True,6,0.4,B,1,Remote Small Fires
45.39333,-117.4716,10,5,2012,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
36.70658,-119.7573,5,25,2014,9,9,True,False,True,False,0,1.0,B,0,High-Risk Large Fires
33.70611,-117.33611,7,16,1994,9,9,True,False,True,False,8,0.2,A,4,High-Risk Large Fires
37.37611,-120.46806,4,30,2009,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
33.5192,-117.30845,7,2,2013,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
33.80787,-117.30438,7,22,2001,9,9,True,False,True,False,12,10.0,C,4,Urban Wildfires
31.54502,-110.36661,3,15,2021,5,12,True,False,False,True,8,0.75,B,1,High-Risk Large Fires
41.625,-78.875,4,7,1991,12,12,True,False,True,False,0,0.5,B,0,Frequent Small Fires
44.475,-104.005,6,23,1988,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
34.49581,-112.38181,4,8,1995,12,12,True,False,True,False,1,0.5,B,0,High-Risk Large Fires
35.89926,-119.31292,9,15,2005,9,9,True,False,True,False,3,0.1,A,0,High-Risk Large Fires
41.0665,-123.6845,8,13,1998,9,9,True,False,True,False,0,0.5,B,0,Remote Small Fires
38.51111,-122.67611,9,17,1992,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
40.67738,-123.1992,5,23,2018,12,12,True,False,False,True,6,0.12,A,1,Remote Small Fires
40.97389,-111.8713,6,25,2013,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
32.63611,-116.81306,3,15,1997,9,9,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
33.64889,-117.3,11,13,1992,9,9,True,False,True,False,12,0.5,B,4,Urban Wildfires
38.67284,-111.9632,8,21,2022,9,9,True,False,False,True,1,0.1,A,1,High-Risk Large Fires
43.97778,-121.23417,7,17,2008,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
43.445,-103.7916,8,16,1989,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
36.31667,-115.8,9,7,2003,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
33.53913,-111.60861,5,31,2021,12,12,True,False,False,True,1,0.1,A,1,High-Risk Large Fires
44.07917,-118.93306,6,28,2015,12,12,True,False,False,True,4,0.5,B,1,Remote Small Fires
33.07541,-105.85531,9,4,1990,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
33.72505,-109.17193,8,8,2003,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
35.35168,-111.45291,7,10,2006,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
38.35639,-119.51111,8,31,2010,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
35.80553,-106.4858,5,25,2003,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
44.34605,-115.53028,8,8,2017,12,12,False,True,False,True,6,76.0,C,2,Remote Small Fires
36.16944,-121.12861,10,7,2011,9,9,True,False,True,False,3,2.0,B,0,High-Risk Large Fires
40.35318,-111.27591,8,22,2020,12,12,True,False,False,True,12,0.1,A,1,Urban Wildfires
43.00336,-103.36067,7,19,2016,10,10,False,True,False,True,4,55.98,C,2,Remote Small Fires
39.4318,-121.52032,6,16,2013,9,9,True,False,True,False,12,0.25,A,4,Urban Wildfires
44.29971,-114.94569,9,18,1987,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
32.30674,-110.61565,5,12,1991,12,12,True,False,True,False,8,2.0,B,0,High-Risk Large Fires
38.99897,-120.90559,11,9,2013,9,9,True,False,True,False,3,0.25,A,0,High-Risk Large Fires
33.22029,-108.22156,9,3,2007,12,12,True,False,True,False,6,0.5,B,0,High-Risk Large Fires
33.79341,-117.30435,7,21,2001,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
37.98393,-120.29512,7,12,2002,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
43.81762,-121.37114,8,21,2006,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
35.86163,-120.18264,8,31,2007,9,9,True,False,True,False,12,35.0,C,4,Urban Wildfires
38.74806,-120.86306,10,29,2005,9,9,True,False,True,False,3,1.0,B,0,High-Risk Large Fires
36.86556,-92.20111,1,9,2012,12,12,False,True,True,False,0,16.0,C,2,Frequent Small Fires
45.18306,-119.15222,8,11,1999,12,12,True,False,False,True,6,0.2,A,1,Remote Small Fires
43.6825,-105.0717,8,22,2009,12,12,True,False,True,False,6,1.5,B,0,Remote Small Fires
33.41839,-108.61971,6,6,2000,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
37.10806,-121.06,8,3,1996,2,12,True,False,True,False,1,0.5,B,0,High-Risk Large Fires
45.21639,-121.61166,7,16,2011,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
47.58985,-120.37949,9,8,1991,12,12,True,False,True,False,6,2.0,B,0,Remote Small Fires
41.96222,-123.29556,10,27,2008,12,12,False,True,True,False,1,122.0,D,2,Remote Small Fires
34.44332,-117.50822,11,29,2010,9,9,True,False,True,False,8,1.0,B,4,High-Risk Large Fires
47.58484,-120.85287,7,28,1996,12,12,True,False,True,False,6,10.0,C,0,Remote Small Fires
38.16722,-120.08389,7,23,2001,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
33.50418,-117.19244,12,18,2015,9,9,True,False,True,False,3,0.01,A,0,High-Risk Large Fires
39.24944,-120.00667,7,4,2009,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
43.9483,-103.4067,8,9,1995,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
41.175,-121.57111,7,24,2003,9,9,True,False,True,False,6,0.1,A,0,Remote Small Fires
44.96639,-113.8963,8,5,2003,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
38.40194,-120.25139,7,31,2015,12,12,True,False,True,False,6,0.13,A,0,High-Risk Large Fires
33.25778,-116.76251,8,22,2020,12,12,True,False,False,True,4,0.1,A,1,High-Risk Large Fires
36.81611,-119.56389,8,8,1993,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.52667,-91.33833,3,18,1995,12,12,True,False,True,False,0,10.0,C,0,Frequent Small Fires
48.885,-121.65166,9,23,2012,12,12,True,False,True,False,1,0.01,A,0,Remote Small Fires
48.70545,-120.67194,6,23,1992,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
38.05062,-120.41835,8,23,2017,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
33.765,-117.26694,8,6,2001,9,9,True,False,True,False,11,0.1,A,4,Urban Wildfires
38.54056,-120.01889,7,18,2014,12,12,True,False,True,False,6,0.25,A,0,High-Risk Large Fires
35.61177,-99.87056,10,16,2020,9,4,False,True,False,True,8,126.0,D,2,Frequent Small Fires
39.01667,-120.84136,5,23,2001,9,9,True,False,True,False,8,0.1,A,4,Urban Wildfires
35.30001,-111.76732,7,5,1987,12,12,True,False,True,False,1,0.2,A,0,High-Risk Large Fires
43.14818,-122.13114,8,8,1994,12,12,True,False,True,False,8,0.1,A,0,Remote Small Fires
37.73333,-91.13333,3,9,1986,9,9,True,False,True,False,0,163.0,D,0,Frequent Small Fires
39.89417,-122.98639,6,23,2002,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
35.33667,-111.5255,4,8,2008,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
34.32,-110.7519,4,27,2008,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
44.98505,-118.39281,9,15,2021,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
33.95496,-116.48171,4,9,2006,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
40.08022,-123.78997,10,14,2012,9,9,True,False,True,False,12,8.0,B,4,Urban Wildfires
41.2,-123.7,7,5,1992,9,9,True,False,True,False,11,0.1,A,4,Urban Wildfires
38.345,-120.75194,11,15,1998,9,9,True,False,True,False,3,7.0,B,0,High-Risk Large Fires
47.72583,-120.37889,9,6,2013,9,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
44.9543,-118.38106,8,2,1986,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
40.46078,-105.34597,9,19,2015,12,12,True,False,False,True,1,0.1,A,1,High-Risk Large Fires
38.81972,-120.01417,9,27,2010,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
39.52862,-106.42801,7,12,2020,12,12,False,True,False,True,1,0.1,A,2,High-Risk Large Fires
45.51373,-121.78202,8,28,2002,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
34.08949,-108.65422,7,24,2004,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
44.84924,-118.3451,9,5,2019,12,12,True,False,False,True,6,0.25,A,1,Remote Small Fires
37.6,-121.88611,11,14,1993,9,9,True,False,True,False,10,0.1,A,4,Urban Wildfires
43.77224,-115.73986,7,28,1994,12,12,False,True,False,True,6,2000.0,F,2,Remote Small Fires
43.87556,-121.87278,8,25,2013,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
38.80248,-121.45127,1,22,2014,9,9,True,False,True,False,12,120.0,D,4,Urban Wildfires
32.91295,-105.53926,2,26,2001,12,12,True,False,True,False,8,6.0,B,0,High-Risk Large Fires
39.88472,-120.31694,7,18,2002,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
40.26194,-123.84611,6,11,2003,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
38.16742,-119.56756,9,25,2018,12,12,True,False,True,False,6,0.25,A,0,High-Risk Large Fires
41.08,-123.29667,6,27,1994,12,12,True,False,True,False,12,1.5,B,4,Urban Wildfires
37.51111,-92.03,4,16,2006,12,12,False,True,True,False,0,2.0,B,2,Frequent Small Fires
36.645,-120.99194,7,2,1995,9,9,True,False,True,False,4,56.0,C,0,High-Risk Large Fires
33.88111,-117.16389,6,18,1994,10,10,True,False,True,False,8,40.0,C,0,High-Risk Large Fires
36.66444,-112.16639,7,12,2018,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
33.665,-116.6225,8,12,2012,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
36.31333,-115.73667,7,11,1992,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
32.4434,-110.76065,4,24,1989,12,12,True,False,True,False,1,2.0,B,0,High-Risk Large Fires
35.45716,-118.3318,7,19,2021,12,12,True,False,False,True,12,0.1,A,1,Urban Wildfires
38.68742,-120.66913,7,10,2012,9,9,True,False,True,False,11,0.1,A,4,Urban Wildfires
39.53676,-121.5487,7,4,2005,9,9,True,False,True,False,12,0.4,B,4,Urban Wildfires
38.3116,-120.83242,3,24,2014,9,9,True,False,True,False,3,0.25,A,0,High-Risk Large Fires
38.65306,-119.79833,7,8,2006,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
43.6773,-103.7458,6,16,2016,12,12,True,False,True,False,6,3.2,B,0,Remote Small Fires
32.68173,-109.88731,6,30,1991,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
41.0665,-123.6845,6,13,1992,9,9,True,False,True,False,3,0.1,A,0,Remote Small Fires
34.65,-117.2009,5,21,1992,9,9,True,False,True,False,4,16.0,C,0,High-Risk Large Fires
38.98491,-120.88193,7,22,2009,9,9,True,False,True,False,8,1.0,B,4,Urban Wildfires
39.19889,-121.54806,6,13,2000,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
43.66889,-103.57241,6,29,2022,12,12,True,False,False,True,4,4.98,B,1,Remote Small Fires
36.99111,-120.93611,7,26,1997,2,12,True,False,True,False,0,10.0,C,0,High-Risk Large Fires
37.04955,-92.10001,3,2,2018,9,9,False,True,True,False,12,13.0,C,2,Frequent Small Fires
47.43484,-120.85287,6,26,2000,12,12,True,False,True,False,1,0.3,B,0,Remote Small Fires
34.18361,-117.16889,9,11,2000,12,12,True,False,True,False,1,0.2,A,0,High-Risk Large Fires
45.92332,-112.39617,6,26,2017,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
45.12778,-117.15028,9,28,2015,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
33.925,-116.90306,8,5,2003,9,9,True,False,True,False,4,2.0,B,0,High-Risk Large Fires
38.36611,-122.34389,9,15,1994,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
35.03671,-108.02728,8,20,2001,12,12,True,False,True,False,6,0.2,A,0,High-Risk Large Fires
34.09721,-116.42615,9,27,2001,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
36.75611,-120.37806,5,1,2000,9,9,True,False,True,False,0,0.1,A,0,High-Risk Large Fires
40.1037,-123.79538,9,20,2009,9,9,True,False,True,False,3,1.0,B,0,Remote Small Fires
45.31048,-107.17011,8,27,2021,9,0,True,False,True,False,6,0.3,B,3,Remote Small Fires
33.66306,-116.31194,1,1,1994,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
41.7115,-121.913,8,10,2019,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
41.27719,-122.3302,7,16,2017,4,12,True,False,False,True,0,0.1,A,1,Remote Small Fires
39.506,-121.35152,6,22,2009,9,9,True,False,True,False,10,0.25,A,4,Urban Wildfires
39.59583,-122.74944,9,3,2003,12,12,True,False,True,False,6,1.3,B,0,Remote Small Fires
43.83972,-114.77333,8,8,2012,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
47.74131,-116.56831,7,28,2020,12,12,False,True,True,False,1,0.1,A,2,Remote Small Fires
