LATDD83,LONGDD83,Month,Day,FIREYEAR,OWNERAGENCY,PROTECTIONAGENCY,PERIMEXISTS_N,PERIMEXISTS_Y,FIRERPTQC_no,FIRERPTQC_yes,STATCAUSE,TOTALACRES,sizeclass,cluster,cluster_label
34.00083,-117.40643,4,17,2013,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
34.0844,-117.7417,10,12,2011,9,9,True,False,True,False,3,0.11,A,0,High-Risk Large Fires
41.26667,-122.31167,9,20,1997,10,10,True,False,True,False,1,0.1,A,0,Remote Small Fires
34.59113,-111.28039,6,22,2001,12,12,True,False,True,False,6,0.2,A,0,High-Risk Large Fires
37.50889,-88.71111,4,22,2001,12,12,True,False,True,False,1,0.1,A,0,Frequent Small Fires
38.99306,-120.99694,8,16,1994,9,9,True,False,True,False,4,8.0,B,0,High-Risk Large Fires
33.88837,-111.7223,8,17,1992,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
40.55362,-123.15325,8,15,2004,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
39.45167,-120.37222,7,10,2007,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
38.76111,-120.83889,9,21,2008,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
46.53833,-121.93,9,3,2005,12,12,True,False,True,False,11,0.1,A,4,Remote Small Fires
36.75611,-120.37694,7,14,1993,9,9,True,False,True,False,12,0.2,A,4,Urban Wildfires
39.0049,-122.6794,8,10,1992,9,9,True,False,True,False,3,3.0,B,0,High-Risk Large Fires
45.03417,-119.22139,8,6,2003,12,12,True,False,False,True,6,2.0,B,1,Remote Small Fires
34.52695,-83.37155,1,26,2022,12,12,True,False,True,False,4,1.0,B,0,Frequent Small Fires
38.74944,-112.46639,6,11,2014,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
37.42611,-120.67611,7,24,1993,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
44.16278,-122.2575,6,14,2002,12,12,True,False,True,False,11,0.1,A,4,Urban Wildfires
33.69243,-117.23195,6,27,1998,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
34.23,-117.44389,4,12,2004,12,12,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
34.16174,-109.82151,7,9,1989,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
44.38128,-118.26077,8,29,1986,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
45.20917,-118.85306,11,13,1999,12,12,False,True,False,True,1,14.0,C,2,Remote Small Fires
38.87611,-121.275,8,12,2005,9,9,True,False,True,False,12,0.2,A,4,Urban Wildfires
39.56,-121.68,8,4,2001,9,9,True,False,True,False,4,0.1,A,0,Remote Small Fires
33.92389,-117.25306,7,5,2001,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
38.17889,-122.18111,8,2,2006,9,9,True,False,True,False,12,2.0,B,4,Urban Wildfires
37.14611,-120.825,10,9,2008,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
37.65083,-91.39,3,23,2011,12,12,False,True,True,False,0,126.24,D,2,Frequent Small Fires
33.73806,-116.65889,6,26,2004,12,12,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
37.47667,-91.25,2,13,1996,9,9,True,False,True,False,0,87.0,C,0,Frequent Small Fires
44.57499,-118.36659,6,22,1993,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
34.30837,-110.44068,8,4,2000,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
38.64778,-119.90694,7,23,2003,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
35.27334,-111.78232,8,7,1994,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
39.64667,-121.075,5,10,1992,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.35306,-120.73194,4,29,1994,9,9,True,False,True,False,3,5.0,B,0,High-Risk Large Fires
34.1368,-110.81138,8,17,2023,12,12,True,False,False,True,6,0.5,B,1,High-Risk Large Fires
34.2175,-117.34056,3,27,2009,9,9,True,False,True,False,12,0.25,A,4,Urban Wildfires
35.0833,-115.0508,7,1,1994,8,8,True,False,True,False,6,3.0,B,0,High-Risk Large Fires
43.72472,-121.78472,7,29,2008,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
35.37444,-82.7715,3,5,2022,12,12,True,False,False,True,0,369.0,E,1,Frequent Small Fires
32.8,-105.7288,6,9,2010,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
48.20037,-120.17557,1,1,1994,9,12,True,False,True,False,4,50.0,C,0,Remote Small Fires
38.37537,-122.18955,9,29,2009,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
44.42833,-120.535,10,13,1997,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
45.24174,-107.3844,4,28,2022,0,0,True,False,False,True,0,0.5,B,3,Remote Small Fires
42.82417,-112.11139,8,28,2009,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
37.15194,-121.04111,6,2,2006,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
33.70505,-111.00737,7,23,1995,12,12,True,False,True,False,8,0.2,A,0,High-Risk Large Fires
48.03986,-120.15286,8,8,1999,12,12,True,False,True,False,6,0.3,B,0,Remote Small Fires
44.01666,-118.73999,8,28,1994,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
43.55,-85.85,4,30,2000,12,12,True,False,True,False,3,2.5,B,0,Frequent Small Fires
36.68718,-119.20358,5,22,2013,9,9,True,False,True,False,12,11.5,C,4,Urban Wildfires
37.89694,-120.38611,6,18,1994,9,9,True,False,True,False,12,0.5,B,4,Urban Wildfires
37.7365,-121.45116,5,3,2011,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
43.45861,-105.33,7,10,2016,12,12,True,False,True,False,10,29.7,C,4,Remote Small Fires
37.695,-90.89333,3,27,1991,12,12,True,False,True,False,0,61.0,C,0,Frequent Small Fires
40.63306,-122.55767,9,12,2006,8,8,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.13573,-90.42502,9,27,2021,9,9,True,False,True,False,8,0.05,A,4,Frequent Small Fires
38.62132,-121.02807,10,20,2012,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
38.73611,-120.91806,7,15,1992,9,9,True,False,True,False,0,0.5,B,0,High-Risk Large Fires
41.46389,-120.32167,7,23,2003,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
47.41648,-123.36794,9,2,1987,12,12,True,False,True,False,1,0.2,A,0,Remote Small Fires
33.765,-116.555,8,28,1999,0,0,True,False,True,False,12,0.1,A,3,Urban Wildfires
30.33333,-84.41666,6,4,1987,12,12,True,False,False,True,6,0.1,A,1,Frequent Small Fires
33.90206,-116.92047,9,22,2010,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.29833,-107.04667,7,25,1996,9,4,True,False,False,True,6,0.3,B,1,High-Risk Large Fires
32.80215,-116.49975,5,13,2021,12,12,True,False,False,True,12,0.5,B,1,Urban Wildfires
37.72246,-119.65048,7,18,1993,8,8,True,False,True,False,1,0.2,A,0,High-Risk Large Fires
40.41662,-111.75237,8,5,1990,12,12,True,False,True,False,0,0.2,A,0,High-Risk Large Fires
34.245,-117.44389,8,28,1999,12,12,True,False,True,False,12,1.0,B,4,Urban Wildfires
48.91619,-118.23051,8,4,2021,12,12,True,False,False,True,6,5.0,B,1,Remote Small Fires
33.72142,-116.39968,8,14,2004,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
40.62611,-105.51917,8,7,2007,12,12,True,False,False,True,1,0.1,A,1,High-Risk Large Fires
29.11834,-81.70647,10,11,2022,12,12,True,False,False,True,8,0.1,A,1,Frequent Small Fires
40.2232,-122.1694,8,15,2003,1,1,True,False,True,False,4,50.0,C,3,Remote Small Fires
33.65221,-111.55859,12,21,2013,12,12,True,False,True,False,3,0.1,A,0,High-Risk Large Fires
36.4787,-112.03389,5,30,1986,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
39.35639,-120.79639,7,23,2005,12,12,True,False,True,False,1,0.25,A,0,High-Risk Large Fires
38.01714,-120.94504,10,15,2010,9,9,True,False,True,False,12,2.0,B,4,Urban Wildfires
36.10168,-106.76727,3,10,2000,12,12,True,False,True,False,1,1.0,B,0,High-Risk Large Fires
33.02722,-116.68889,9,15,2011,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
39.075,-116.43861,8,18,2000,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
34.90696,-111.3834,8,20,2000,12,12,True,False,True,False,6,0.2,A,0,High-Risk Large Fires
44.72738,-118.32244,8,6,1993,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
35.43111,-111.768,5,18,2010,12,12,True,False,False,True,1,0.25,A,1,High-Risk Large Fires
34.24202,-111.26027,7,1,1994,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
39.00806,-120.40667,6,30,2004,12,12,True,False,True,False,0,0.3,B,0,High-Risk Large Fires
33.62194,-109.2416,11,17,2007,12,12,False,True,True,False,6,733.0,E,2,High-Risk Large Fires
48.74611,-117.22556,7,29,2015,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
39.76306,-121.68306,7,7,1999,9,9,True,False,True,False,4,1.0,B,0,Remote Small Fires
45.1837,-121.70415,7,22,2021,12,12,True,False,False,True,1,0.1,A,1,Remote Small Fires
32.77765,-116.30937,12,12,2007,1,1,True,False,True,False,0,0.1,A,3,High-Risk Large Fires
34.56,-118.67833,7,14,2014,12,12,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
42.69944,-120.79694,10,30,2008,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
46.19833,-91.13667,4,12,1998,12,12,True,False,True,False,4,1.0,B,0,Frequent Small Fires
34.43667,-118.19167,8,18,1997,9,9,True,False,True,False,12,3.0,B,4,Urban Wildfires
36.17997,-120.391,11,20,2012,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
36.276,-121.18554,7,18,2012,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
39.965,-107.475,7,12,1994,12,12,False,True,False,True,6,3190.0,F,2,High-Risk Large Fires
33.27806,-116.95306,8,10,1997,0,0,True,False,True,False,12,0.1,A,3,Urban Wildfires
34.34334,-110.93845,9,7,1989,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
39.22915,-121.07125,3,14,2013,9,9,True,False,True,False,3,0.1,A,0,High-Risk Large Fires
37.76639,-91.29583,3,14,2005,12,12,True,False,True,False,12,274.0,D,4,Frequent Small Fires
36.65361,-121.04278,12,17,2011,9,9,True,False,True,False,12,40.0,C,4,Urban Wildfires
47.19828,-115.6204,8,24,2022,9,12,True,False,False,True,9,0.25,A,1,Remote Small Fires
47.11056,-115.43889,8,16,2016,12,12,False,True,True,False,6,930.0,E,2,Remote Small Fires
39.16611,-121.18306,6,22,2006,9,9,True,False,True,False,4,2.0,B,0,High-Risk Large Fires
33.82194,-117.50889,8,12,1998,9,9,True,False,True,False,4,5.0,B,0,High-Risk Large Fires
31.96667,-92.88833,4,3,1992,12,12,True,False,False,True,0,10.0,C,1,Frequent Small Fires
39.70194,-123.48611,11,7,2000,9,9,True,False,True,False,3,19.7,C,0,Remote Small Fires
48.64353,-117.06241,8,4,2021,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
38.67657,-121.09727,11,28,2015,9,9,True,False,True,False,12,0.13,A,4,Urban Wildfires
35.74111,-120.88111,8,6,2001,9,9,True,False,True,False,12,0.5,B,4,Urban Wildfires
36.65605,-119.76142,6,8,2011,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
44.59833,-121.245,7,24,2016,9,1,True,False,False,True,12,4.0,B,1,Urban Wildfires
39.44694,-121.39889,5,29,2005,9,9,True,False,True,False,3,0.3,B,0,Remote Small Fires
42.56611,-108.7275,8,4,2008,12,12,True,False,False,True,0,0.1,A,1,Remote Small Fires
44.3,-119.755,8,21,1998,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
33.86611,-117.28694,9,21,1995,5,12,True,False,True,False,12,0.3,B,4,Urban Wildfires
32.665,-116.72806,8,22,1997,9,9,True,False,True,False,12,100.0,D,4,Urban Wildfires
31.225,-92.69861,11,25,2005,12,12,True,False,False,True,1,10.0,C,1,Frequent Small Fires
30.38833,-84.685,10,1,2011,9,12,True,False,False,True,7,0.5,B,1,Frequent Small Fires
33.03,-116.88306,6,21,1995,9,9,True,False,True,False,4,1.0,B,0,High-Risk Large Fires
38.635,-120.93806,9,15,1997,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
33.51306,-117.14389,6,30,1997,9,9,True,False,True,False,8,0.2,A,4,High-Risk Large Fires
34.01111,-117.53306,8,31,2006,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.56964,-119.96655,10,22,2007,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
36.64945,-120.2475,4,21,2015,9,9,True,False,True,False,12,0.08,A,4,Urban Wildfires
37.27,-107.41528,7,29,2007,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
41.3025,-123.15583,7,31,2013,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
43.78583,-121.5925,5,25,2014,12,12,True,False,True,False,1,2.1,B,0,Remote Small Fires
38.055,-120.55194,4,2,1994,2,12,True,False,True,False,3,1.0,B,0,High-Risk Large Fires
37.21206,-121.90926,8,24,2010,4,4,True,False,True,False,12,1.0,B,3,Urban Wildfires
32.72212,-116.86593,7,3,2002,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
48.76681,-105.22511,9,2,2021,9,4,True,False,True,False,4,1.0,B,4,Remote Small Fires
33.71672,-108.93392,10,27,1995,12,12,True,False,True,False,1,1.0,B,0,High-Risk Large Fires
39.14417,-120.15722,8,18,2007,9,9,True,False,True,False,12,20.2,C,4,Urban Wildfires
42.36833,-111.55833,8,28,1992,12,12,True,False,True,False,11,0.2,A,4,Urban Wildfires
39.23987,-106.38721,9,1,2021,9,1,True,False,False,True,1,0.1,A,1,High-Risk Large Fires
45.1843,-118.48689,10,10,1990,12,12,True,False,False,True,1,0.2,A,1,Remote Small Fires
44.44999,-118.51659,10,31,1993,12,12,True,False,False,True,1,0.2,A,1,Remote Small Fires
36.40889,-119.91306,5,23,1994,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
37.36028,-118.99972,9,12,2016,12,12,True,False,False,True,6,0.1,A,1,High-Risk Large Fires
43.68063,-120.79397,10,29,2022,12,12,False,True,False,True,12,0.1,A,2,Urban Wildfires
43.29889,-122.37083,8,16,2008,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
41.28806,-123.70889,9,6,2003,12,12,True,False,True,False,0,2.0,B,0,Remote Small Fires
33.76414,-117.31902,5,22,2000,9,9,True,False,True,False,12,4.5,B,4,Urban Wildfires
36.81667,-91.08333,3,24,1986,12,12,True,False,True,False,0,20.0,C,0,Frequent Small Fires
40.58472,-120.88472,7,23,2003,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
34.93335,-111.3673,6,29,1987,12,12,True,False,True,False,1,0.2,A,0,High-Risk Large Fires
33.483,-85.891,3,23,1988,9,12,False,True,True,False,0,1.0,B,2,Frequent Small Fires
39.90611,-122.15,7,17,1998,9,9,True,False,True,False,4,0.1,A,0,Remote Small Fires
42.51462,-120.85481,8,31,1987,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
44.70056,-121.98306,8,8,2010,12,12,True,False,True,False,8,0.1,A,0,Remote Small Fires
32.5895,-116.5006,7,19,2000,1,1,True,False,True,False,12,15.0,C,3,Urban Wildfires
36.85154,-119.26818,3,15,2018,12,12,True,False,False,True,12,0.1,A,1,Urban Wildfires
39.34617,-121.2131,7,3,1998,9,9,True,False,True,False,4,0.1,A,0,Remote Small Fires
36.81583,-92.86667,1,24,2009,12,12,True,False,True,False,0,4.8,B,0,Frequent Small Fires
38.93595,-121.0045,5,15,2014,2,12,True,False,True,False,0,0.3,B,0,High-Risk Large Fires
34.11752,-111.82226,6,21,1999,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
33.348,-85.987,2,22,2004,9,12,False,True,True,False,10,48.3,C,2,Frequent Small Fires
34.53274,-111.95094,7,4,1987,12,12,True,False,True,False,8,0.1,A,0,High-Risk Large Fires
39.85194,-121.615,7,3,2007,9,9,True,False,True,False,3,1.0,B,0,Remote Small Fires
33.55505,-111.58399,2,24,1990,12,12,True,False,True,False,8,0.2,A,0,High-Risk Large Fires
41.1006,-123.7111,7,2,2014,0,0,True,False,True,False,0,5.0,B,3,Remote Small Fires
37.3,-120.73111,6,1,2008,9,9,True,False,True,False,4,2.0,B,0,High-Risk Large Fires
37.09111,-120.23889,8,30,2010,9,9,True,False,True,False,12,2.0,B,4,Urban Wildfires
33.41174,-108.0472,7,18,1994,12,12,True,False,True,False,6,1.0,B,0,High-Risk Large Fires
38.1175,-120.28417,6,10,2005,9,9,True,False,True,False,3,0.1,A,0,High-Risk Large Fires
39.965,-122.22611,10,30,2003,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
40.4077,-122.7436,5,25,2004,9,9,True,False,True,False,12,100.0,D,4,Urban Wildfires
40.48943,-121.40106,7,9,2001,8,8,True,False,True,False,6,0.1,A,4,Remote Small Fires
33.69111,-117.39,3,8,2005,9,9,True,False,True,False,11,0.1,A,4,Urban Wildfires
33.67694,-117.35389,10,19,1997,3,3,True,False,True,False,12,0.1,A,3,Urban Wildfires
33.92442,-116.90528,5,13,2011,9,9,True,False,True,False,11,0.01,A,4,Urban Wildfires
32.72833,-116.655,8,11,1996,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
37.96361,-120.165,1,26,2007,9,9,True,False,True,False,3,5.5,B,0,High-Risk Large Fires
33.365,-117.21806,10,21,1997,9,9,True,False,True,False,0,2.3,B,0,High-Risk Large Fires
37.52694,-122.325,6,9,1996,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
33.67775,-116.39968,7,11,1998,1,1,True,False,True,False,12,0.1,A,3,Urban Wildfires
37.62806,-121.55806,9,11,1993,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
38.63528,-120.10361,6,30,2004,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
44.9275,-118.67694,7,26,1989,12,12,True,False,False,True,6,2.0,B,1,Remote Small Fires
47.62083,-113.80583,9,8,2012,10,10,True,False,True,False,7,0.03,A,4,Remote Small Fires
35.6203,-118.4847,7,20,2009,9,9,True,False,True,False,12,6.0,B,4,Urban Wildfires
40.56694,-123.26611,6,23,2001,12,12,True,False,True,False,0,50.0,C,0,Remote Small Fires
37.76695,-121.6396,5,6,2014,9,9,True,False,True,False,12,0.75,B,4,Urban Wildfires
32.71417,-116.58694,2,17,2002,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
41.0276,-123.6509,7,5,2006,0,0,True,False,True,False,0,30.0,C,3,Remote Small Fires
38.41,-122.19806,7,30,2001,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
33.62111,-109.0294,6,28,2008,12,12,True,False,True,False,6,2.0,B,0,High-Risk Large Fires
33.98306,-116.58806,8,28,1992,9,9,True,False,True,False,12,1.2,B,4,Urban Wildfires
33.95389,-117.60111,8,5,1994,9,9,True,False,True,False,12,0.3,B,4,Urban Wildfires
38.69471,-117.23964,7,16,2022,12,12,True,False,False,True,9,2.55,B,1,Urban Wildfires
29.09166,-81.61,5,29,1997,12,12,True,False,False,True,6,5.0,B,1,Frequent Small Fires
39.17413,-120.80832,6,29,2014,1,1,True,False,True,False,11,1.0,B,3,Urban Wildfires
33.05806,-117.16111,9,5,2004,9,9,True,False,True,False,4,4.0,B,0,High-Risk Large Fires
34.74502,-111.454,10,8,1998,12,12,True,False,True,False,8,2.0,B,0,High-Risk Large Fires
34.5667,-110.65398,8,6,2000,12,12,True,False,True,False,6,0.5,B,0,High-Risk Large Fires
39.93361,-121.30056,5,8,2002,12,12,True,False,True,False,12,0.1,A,4,Urban Wildfires
48.04201,-116.35513,7,12,2023,12,12,True,False,False,True,9,0.1,A,1,Remote Small Fires
36.555,-119.61111,8,21,2007,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
39.83611,-121.70306,7,8,1997,9,9,True,False,True,False,0,0.1,A,0,Remote Small Fires
39.81611,-121.60889,6,3,2007,9,9,True,False,True,False,3,0.1,A,0,Remote Small Fires
38.82,-120.90306,10,9,1993,9,9,True,False,True,False,0,1.0,B,0,High-Risk Large Fires
35.97993,-112.13401,3,20,1991,12,12,True,False,True,False,8,0.1,A,0,High-Risk Large Fires
37.8175,-91.20083,4,15,2000,12,12,True,False,True,False,0,5.0,B,0,Frequent Small Fires
40.56917,-105.3625,6,20,2005,12,12,True,False,True,False,4,0.4,B,0,High-Risk Large Fires
34.35337,-110.97339,6,28,2006,12,12,True,False,True,False,6,1.0,B,0,High-Risk Large Fires
33.78338,-108.56722,7,27,1992,12,12,True,False,True,False,3,0.1,A,0,High-Risk Large Fires
46.60111,-121.80278,8,18,2010,12,12,True,False,True,False,12,0.1,A,4,Remote Small Fires
34.81667,-118.46667,7,20,2012,9,9,True,False,True,False,4,0.12,A,0,High-Risk Large Fires
43.09389,-122.06056,7,25,2015,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
46.25328,-106.7167,9,18,2022,9,9,True,False,False,True,0,0.8,B,1,Remote Small Fires
34.02639,-110.8166,4,27,2012,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
42.8808,-122.45745,7,26,2017,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
36.81917,-92.08,3,21,2001,12,12,True,False,True,False,0,6.0,B,0,Frequent Small Fires
36.75018,-119.61463,6,16,2013,9,9,True,False,True,False,11,1.0,B,4,Urban Wildfires
34.221,-87.342,2,25,1990,12,12,True,False,True,False,0,0.2,A,0,Frequent Small Fires
37.33389,-107.21167,7,19,2018,12,12,False,True,False,True,6,20.0,C,2,High-Risk Large Fires
37.575,-120.30694,4,5,2007,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
39.99167,-120.175,9,24,1994,12,12,True,False,True,False,6,0.3,B,0,Remote Small Fires
35.25806,-120.83306,7,16,1995,9,9,True,False,True,False,4,1.0,B,0,High-Risk Large Fires
36.93278,-90.49222,10,1,2006,12,12,True,False,True,False,12,1.4,B,4,Frequent Small Fires
38.36667,-116.36,8,20,1989,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
41.1142,-123.7119,3,15,2013,9,9,True,False,True,False,0,0.3,B,0,Remote Small Fires
32.66778,-116.69917,6,8,2005,1,1,True,False,True,False,12,0.5,B,3,Urban Wildfires
46.99139,-121.09472,7,23,2012,12,12,True,False,True,False,12,0.01,A,4,Remote Small Fires
42.36514,-122.38476,9,3,1992,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
48.12653,-120.38787,8,15,1997,12,12,True,False,True,False,6,3.0,B,0,Remote Small Fires
35.25786,-118.59519,6,19,1998,9,9,True,False,True,False,10,8.0,B,4,Urban Wildfires
35.21416,-112.41939,5,19,2013,12,12,True,False,True,False,8,0.1,A,0,High-Risk Large Fires
35.36032,-111.97213,7,17,1999,12,12,True,False,True,False,6,0.2,A,0,High-Risk Large Fires
34.49667,-110.71222,6,27,2017,12,12,True,False,False,True,6,0.5,B,1,High-Risk Large Fires
47.815,-121.27055,8,1,2009,12,12,True,False,True,False,1,0.1,A,0,Remote Small Fires
45.9665,-121.75119,9,9,1991,12,12,True,False,True,False,12,0.25,A,4,Urban Wildfires
33.0859,-108.0014,7,30,2003,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
32.70276,-116.9016,6,4,2009,9,9,True,False,True,False,12,1.0,B,4,Urban Wildfires
32.72306,-116.84694,3,31,1998,9,9,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
43.35651,-122.32615,9,24,1990,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
40.87944,-104.57194,4,15,2009,12,12,True,False,False,True,7,3.0,B,1,Remote Small Fires
41.0832,-123.7012,6,25,1994,0,0,True,False,True,False,0,0.1,A,3,Remote Small Fires
38.84694,-120.84806,6,2,1992,9,9,True,False,True,False,4,2.0,B,0,High-Risk Large Fires
34.4833,-117.1175,7,18,1996,1,1,True,False,True,False,1,30.0,C,3,High-Risk Large Fires
36.72425,-119.13365,8,3,2000,9,9,True,False,True,False,12,5.0,B,4,Urban Wildfires
38.33,-122.98694,11,11,2000,9,9,True,False,True,False,3,5.0,B,0,High-Risk Large Fires
38.575,-122.45806,7,16,2000,9,9,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
48.37561,-101.42446,8,23,2023,9,10,True,False,False,True,9,1.0,B,1,Remote Small Fires
36.35835,-106.55889,7,15,1987,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
33.53389,-116.76111,8,26,1995,0,0,True,False,True,False,4,0.1,A,3,High-Risk Large Fires
43.24806,-121.84056,6,5,2016,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
48.65378,-117.50512,7,4,1987,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
35.25446,-112.06548,7,14,1986,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
34.2367,-112.35952,7,9,2002,12,12,True,False,True,False,6,0.1,A,0,High-Risk Large Fires
34.01469,-108.91577,6,25,2005,12,12,True,False,True,False,6,13.0,C,0,High-Risk Large Fires
38.80694,-122.56389,8,1,1997,9,9,True,False,True,False,4,0.1,A,0,High-Risk Large Fires
34.233,-87.483,4,17,1992,9,12,True,False,True,False,0,10.0,C,0,Frequent Small Fires
33.361,-86.0,4,2,1989,12,12,False,True,True,False,10,45.0,C,2,Frequent Small Fires
34.14611,-109.9425,4,29,2007,12,12,True,False,True,False,1,0.1,A,0,High-Risk Large Fires
41.9391,-111.64957,8,4,2004,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
39.40917,-121.055,7,9,2014,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
40.27643,-122.26058,6,13,2013,9,9,True,False,True,False,0,1.0,B,0,Remote Small Fires
29.28555,-81.70139,1,7,2001,12,12,True,False,False,True,7,0.1,A,1,Frequent Small Fires
38.04194,-120.515,6,11,1996,9,9,True,False,True,False,11,0.5,B,4,Urban Wildfires
44.34833,-121.51722,8,17,2008,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
43.8869,-103.3819,8,8,2006,12,12,True,False,True,False,6,0.1,A,0,Remote Small Fires
43.83721,-119.54499,7,6,2007,12,12,True,False,False,True,6,0.25,A,1,Remote Small Fires
34.8022,-115.3217,7,17,2009,8,8,True,False,True,False,4,0.3,B,0,High-Risk Large Fires
43.565,-114.895,9,21,1994,12,12,True,False,False,True,11,2.0,B,1,Urban Wildfires
38.71778,-120.46833,11,28,1999,12,12,True,False,True,False,3,6.1,B,0,High-Risk Large Fires
41.31,-123.51667,11,14,1993,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
37.32389,-120.73194,6,17,1998,9,9,True,False,True,False,12,0.1,A,4,Urban Wildfires
36.88889,-121.66389,6,6,2001,9,9,True,False,True,False,4,0.6,B,0,High-Risk Large Fires
37.43498,-112.71021,6,25,2001,12,12,True,False,False,True,6,0.2,A,1,High-Risk Large Fires
33.67806,-116.18889,3,4,1994,9,9,True,False,True,False,12,0.5,B,4,Urban Wildfires
43.98332,-119.22629,6,30,2004,12,12,True,False,False,True,6,0.1,A,1,Remote Small Fires
34.18694,-116.83026,9,1,1998,12,12,True,False,True,False,12,2.0,B,4,Urban Wildfires
